id,normalized_total_spent_last_24_hours,normalized_merchant_fraud_risk,normalized_time_since_last_transaction,normalized_average_transaction,normalized_days_till_expiration,normalized_transaction_time,normalized_change_in_merchant_sales,Amount,Class
0,-1.03413384535,-0.51368007618,-0.508604693087,-2.19617850077,-0.108862958111,-1.06100862874,0.285154154739,135.75,0
1,-1.26575955089,0.0732792898519,1.31144358584,-0.734940773149,1.45027884116,-0.801969386489,0.86097815436,1.98,0
2,2.24056012557,-1.50974400216,-0.689632425698,-1.62265855603,-1.434514451,-0.419166830932,-1.36019318019,24.0,0
3,-22.322050743,-22.2089264754,-8.99741806665,3.39652111155,1.15598215431,-0.716038600131,3.83232763846,212.0,0
4,-0.522512756999,0.819195060302,1.77710554351,1.01363588536,0.306739940692,-0.0642639899443,0.321084370391,19.99,0
5,-2.08968266122,0.849492313168,0.790108222771,-0.590925466988,0.434408366671,-0.805684103401,0.523183012023,3.99,0
6,-2.64715820446,1.76354839179,0.490936848502,1.54137743659,-0.949784452197,-0.336538437713,-0.706230268149,9.46,0
7,-0.46301519955,0.325771929636,-0.139411116479,-0.905965869765,0.959955945274,-0.809819817293,1.68778006682,149.95,0
8,-1.38655713372,-1.32098851116,1.57903670709,-3.06278417054,-0.437193393157,-0.0958300867392,0.373993105305,154.0,0
9,0.979740560344,-0.420226839255,1.03664422909,0.580934286448,-1.1759757336,-0.445575941335,-0.505391953876,100.78,0
10,-1.32852651243,0.504178917963,-0.991597743088,-0.703982813976,1.89493487965,-1.50579461237,1.37538900623,41.25,0
11,-2.91414687458,1.21578192367,0.18508529254,1.59074812715,0.982111010736,4.74596699666,-0.661415646881,121.49,0
12,1.81496151257,0.133422806223,-2.64990696704,1.47619163294,1.12495973093,-0.651955242948,0.852369192478,135.58,0
13,-4.14675676382,-4.4733313018,1.08871184276,-0.673242700123,1.43865871578,-1.74821959511,-1.75245247274,222.0,0
14,-0.760324762141,0.150568162951,1.10996269052,-2.23816402484,0.52939445196,-1.2978214653,0.711457175799,4.13,0
15,1.13355305625,0.138417676204,-0.929561805561,1.36516572689,2.25172175885,3.76685144056,-0.405147499377,60.2,0
16,0.122988444603,0.89230998743,0.70878602985,0.729580046292,-0.177168541121,-1.12804623636,0.464041581218,12.31,0
17,-0.874832070352,1.53775106552,-1.39788604288,-0.691690706564,0.530026452846,-0.346422345433,0.170651391375,17.99,0
18,-6.0698072043,4.06347560428,-2.20283339746,1.03450852324,-2.99086122267,-1.07548535405,-2.45241549255,1.59,0
19,1.79603567341,-0.355416911051,-0.81241518092,0.851163698172,-0.512740985538,-0.70985317907,-0.346712499596,99.99,0
20,-0.328122874333,0.966427606519,-0.245635958769,-0.749303575081,0.27406365203,-0.551492952061,0.490389276718,10.86,0
21,-0.0879094318557,0.184093264765,1.68391042156,-0.837377636129,-0.682605071819,-0.669906882599,-0.0562222734194,10.0,0
22,1.92684366738,-1.13122595217,-1.90383209505,-0.56681968008,-0.0283843100125,-0.0280117177671,-0.173973029333,158.0,0
23,-0.553795350162,1.68272476872,0.720059304883,2.63788252164,2.01140048577,0.184619631106,1.64893746732,3.14,0
24,1.76203390387,-0.342214120632,-0.345499525616,1.64900307877,-0.41354958507,-0.237970354779,-0.0680457016601,92.53,0
25,-0.57838999063,1.37435892363,0.354805052405,-0.230042963804,0.431813366851,-0.233641377346,0.337455228473,1.98,0
26,-0.44448442326,0.100605609784,1.54168638719,-0.464172996727,0.553933501261,-0.0146198089277,0.404132918747,59.9,0
27,1.10902172808,-0.241063573219,1.34049777368,0.897135904535,-1.10451944785,-0.0284365482012,-0.721100076249,12.06,0
28,0.310062742045,0.0853438304226,0.103434249696,-1.82240605461,-0.109905285836,-1.34455265334,0.506557786939,15.0,0
29,-4.10296683446,4.33598806209,-2.61551108971,0.0211617805593,-0.717096110553,-1.04531275898,-0.00448225686572,0.89,0
30,2.10553435937,0.27963892019,-1.88493152279,1.21133818494,0.811885494072,-0.795546061472,0.665636429721,1.0,0
31,-0.880715940369,0.859994290781,1.64544538289,-0.502002928709,0.105825081496,-0.928708719715,0.562708866545,1.79,0
32,2.08554418783,0.0286389161107,-1.51411908384,0.211549541346,0.375983516045,-0.775424565931,0.227220372409,1.29,0
33,1.13196552423,0.294816124892,0.735711838344,1.32881808171,-0.272139222407,-0.153856214875,-0.264656035894,2.0,0
34,-3.85384778648,4.08307464548,-3.14462049269,-2.26505691251,0.549445559447,-0.995352928562,0.988167890691,1.49,0
35,2.05657632526,-1.87610622244,-0.100006646017,-1.6085874755,-1.81356146971,0.277344951247,-1.84919488396,84.86,0
36,-5.78907195999,4.62468162193,-2.96174063414,1.06541712243,-4.17768175946,-1.01535729579,-3.71877048452,5.86,0
37,1.91092067667,-2.1176525494,-0.606506072618,-1.52766418992,-1.81818230085,-0.248742553243,-1.40294568277,187.95,0
38,-0.403178049193,1.0864669759,1.39540628137,-0.005039212282,-0.0223634949967,-0.760986180685,0.643317686329,8.43,0
39,2.00553228162,0.00708689665277,-3.65259548241,-0.203742162034,2.88371007913,3.06387126009,-0.407470730758,12.31,0
40,-0.204054360122,0.77367175608,-0.508138386034,-0.504529801118,1.11023674185,-0.889531070931,0.892854715678,2.67,0
41,-1.3774000933,-0.557903271009,1.98106336734,-1.7506243432,-1.01326382245,1.22170921265,1.1317412624,309.24,0
42,-0.27674359816,0.564914756425,1.47199955371,-0.647861340499,0.806845501868,0.431118256153,0.537547758706,1.99,0
43,0.917046476964,-0.579855777523,0.692600572806,1.33742277382,-0.785409261766,0.253219924196,-0.436152239899,165.0,0
44,-0.0197062092183,1.22241567528,-1.31165479182,-0.390261306309,2.27716139467,-1.43262057918,1.91616391974,0.76,0
45,-0.179005514496,0.491331545244,0.166496573992,-0.452867166301,2.36709891912,3.95011878538,0.134701962046,11.5,0
46,-1.88673497679,1.10945958252,0.895496118616,0.712442997278,0.0958851177204,0.741890981209,-0.39148097533,44.4,0
47,-0.346064046227,0.372103833959,0.314244111499,-0.852783843114,0.528370399724,1.99283854354,-0.487809405027,28.75,0
48,-0.665015175868,0.80268529659,1.34035838259,-1.49914792504,0.695621427343,0.526593402162,0.776066217635,0.77,0
49,1.57574458679,-0.964181757249,0.237938492649,-1.44102816017,-1.350485441,-0.764658173119,-0.972583165445,2.41,0
50,-0.391385794223,1.18613334635,1.80590957146,1.84798287518,0.462495613614,0.0230361498225,0.662059388108,7.68,0
51,1.2144300365,0.279333044585,0.405857049994,1.2092867436,-0.537559418019,-1.18128551085,0.149947204462,7.5,0
